Gene stable ID	Transcript stable ID	Cleavage site (Signalp)	Cleavage site (Signalp) start	Cleavage site (Signalp) end
ENSMUSG00000027200	ENSMUST00000078621	SignalP-noTM	1	20
ENSMUSG00000027200	ENSMUST00000077847	SignalP-noTM	1	20
ENSMUSG00000104318	ENSMUST00000192631	SignalP-noTM	1	29
ENSMUSG00000075573	ENSMUST00000100492	SignalP-noTM	1	22
ENSMUSG00000103585	ENSMUST00000195363	SignalP-noTM	1	30
ENSMUSG00000102543	ENSMUST00000055935	SignalP-noTM	1	29
ENSMUSG00000075572	ENSMUST00000100491	SignalP-noTM	1	22
ENSMUSG00000002308	ENSMUST00000002379	SignalP-noTM	1	28
ENSMUSG00000002308	ENSMUST00000087559	SignalP-noTM	1	30
ENSMUSG00000061259	ENSMUST00000122377	SignalP-noTM	1	22
ENSMUSG00000102312	ENSMUST00000192503	SignalP-noTM	1	26
ENSMUSG00000051663	ENSMUST00000052366	SignalP-noTM	1	28
ENSMUSG00000102206	ENSMUST00000115657	SignalP-noTM	1	29
ENSMUSG00000102206	ENSMUST00000192447	SignalP-noTM	1	29
ENSMUSG00000022893	ENSMUST00000023610	SignalP-noTM	1	54
ENSMUSG00000051323	ENSMUST00000149154	SignalP-noTM	1	21
ENSMUSG00000051323	ENSMUST00000167944	SignalP-noTM	1	21
ENSMUSG00000096345	ENSMUST00000178037	SignalP-noTM	1	24
ENSMUSG00000050558	ENSMUST00000142766	SignalP-TM	1	21
ENSMUSG00000047307	ENSMUST00000056915	SignalP-noTM	1	28
ENSMUSG00000109368	ENSMUST00000207943	SignalP-noTM	1	25
ENSMUSG00000046191	ENSMUST00000052179	SignalP-noTM	1	28
ENSMUSG00000045657	ENSMUST00000051126	SignalP-noTM	1	30
ENSMUSG00000091867	ENSMUST00000170227	SignalP-noTM	1	30
ENSMUSG00000103255	ENSMUST00000007584	SignalP-noTM	1	18
ENSMUSG00000003617	ENSMUST00000091309	SignalP-noTM	1	19
ENSMUSG00000003617	ENSMUST00000003714	SignalP-noTM	1	19
ENSMUSG00000003617	ENSMUST00000108328	SignalP-noTM	1	19
ENSMUSG00000003617	ENSMUST00000108325	SignalP-noTM	1	19
ENSMUSG00000003617	ENSMUST00000108329	SignalP-noTM	1	19
ENSMUSG00000091962	ENSMUST00000170835	SignalP-noTM	1	21
ENSMUSG00000021257	ENSMUST00000021682	SignalP-noTM	1	16
ENSMUSG00000024771	ENSMUST00000225505	SignalP-noTM	1	19
ENSMUSG00000024771	ENSMUST00000054260	SignalP-noTM	1	19
ENSMUSG00000103800	ENSMUST00000194038	SignalP-noTM	1	29
ENSMUSG00000032243	ENSMUST00000034774	SignalP-noTM	1	22
ENSMUSG00000034648	ENSMUST00000049285	SignalP-noTM	1	25
ENSMUSG00000103567	ENSMUST00000193414	SignalP-noTM	1	24
ENSMUSG00000073591	ENSMUST00000192409	SignalP-noTM	1	24
ENSMUSG00000104252	ENSMUST00000192512	SignalP-noTM	1	29
ENSMUSG00000104252	ENSMUST00000192295	SignalP-noTM	1	29
ENSMUSG00000000600	ENSMUST00000198079	SignalP-noTM	1	22
ENSMUSG00000066820	ENSMUST00000086297	SignalP-noTM	1	18
ENSMUSG00000040118	ENSMUST00000101581	SignalP-noTM	1	24
ENSMUSG00000040118	ENSMUST00000039370	SignalP-noTM	1	24
ENSMUSG00000040118	ENSMUST00000199704	SignalP-noTM	1	24
ENSMUSG00000040118	ENSMUST00000180204	SignalP-noTM	1	24
ENSMUSG00000040118	ENSMUST00000078272	SignalP-noTM	1	24
ENSMUSG00000040118	ENSMUST00000196750	SignalP-noTM	1	24
ENSMUSG00000040118	ENSMUST00000115281	SignalP-noTM	1	24
ENSMUSG00000040118	ENSMUST00000167946	SignalP-noTM	1	24
ENSMUSG00000026833	ENSMUST00000028177	SignalP-noTM	1	16
ENSMUSG00000026833	ENSMUST00000102879	SignalP-noTM	1	16
ENSMUSG00000026833	ENSMUST00000100244	SignalP-noTM	1	23
ENSMUSG00000069441	ENSMUST00000077146	SignalP-noTM	1	23
ENSMUSG00000021822	ENSMUST00000022368	SignalP-noTM	1	20
ENSMUSG00000103081	ENSMUST00000208907	SignalP-noTM	1	29
ENSMUSG00000094313	ENSMUST00000164880	SignalP-TM	1	20
ENSMUSG00000020473	ENSMUST00000102923	SignalP-noTM	1	25
ENSMUSG00000020077	ENSMUST00000160987	SignalP-noTM	1	25
ENSMUSG00000020077	ENSMUST00000162161	SignalP-noTM	1	25
ENSMUSG00000020077	ENSMUST00000020271	SignalP-noTM	1	25
ENSMUSG00000063687	ENSMUST00000078271	SignalP-noTM	1	27
ENSMUSG00000055912	ENSMUST00000206531	SignalP-noTM	1	21
ENSMUSG00000090362	ENSMUST00000164462	SignalP-noTM	1	18
ENSMUSG00000091376	ENSMUST00000169794	SignalP-noTM	1	18
ENSMUSG00000061928	ENSMUST00000076737	SignalP-noTM	1	23
ENSMUSG00000030101	ENSMUST00000032191	SignalP-noTM	1	31
ENSMUSG00000030101	ENSMUST00000167338	SignalP-noTM	1	31
ENSMUSG00000030101	ENSMUST00000172188	SignalP-noTM	1	31
ENSMUSG00000075571	ENSMUST00000111207	SignalP-noTM	1	22
ENSMUSG00000075571	ENSMUST00000100490	SignalP-noTM	1	22
ENSMUSG00000103088	ENSMUST00000003599	SignalP-noTM	1	30
ENSMUSG00000054763	ENSMUST00000067990	SignalP-noTM	1	21
ENSMUSG00000054763	ENSMUST00000111203	SignalP-noTM	1	21
ENSMUSG00000095093	ENSMUST00000092491	SignalP-noTM	1	18
ENSMUSG00000042178	ENSMUST00000044660	SignalP-noTM	1	22
ENSMUSG00000045689	ENSMUST00000056712	SignalP-noTM	1	30
ENSMUSG00000090084	ENSMUST00000044789	SignalP-noTM	1	30
ENSMUSG00000090084	ENSMUST00000115544	SignalP-noTM	1	30
ENSMUSG00000090084	ENSMUST00000115543	SignalP-noTM	1	30
ENSMUSG00000003484	ENSMUST00000003574	SignalP-TM	1	16
ENSMUSG00000050010	ENSMUST00000087241	SignalP-noTM	1	21
ENSMUSG00000055895	ENSMUST00000121793	SignalP-noTM	1	21
ENSMUSG00000103472	ENSMUST00000192511	SignalP-noTM	1	30
ENSMUSG00000103472	ENSMUST00000193476	SignalP-noTM	1	30
ENSMUSG00000060615	ENSMUST00000073860	SignalP-noTM	1	24
ENSMUSG00000102222	ENSMUST00000193404	SignalP-noTM	1	26
ENSMUSG00000041857	ENSMUST00000048214	SignalP-noTM	1	21
ENSMUSG00000041857	ENSMUST00000186557	SignalP-noTM	1	21
ENSMUSG00000103897	ENSMUST00000066149	SignalP-noTM	1	29
ENSMUSG00000044988	ENSMUST00000058610	SignalP-noTM	1	23
ENSMUSG00000026479	ENSMUST00000185356	SignalP-noTM	1	21
ENSMUSG00000026479	ENSMUST00000027753	SignalP-noTM	1	21
ENSMUSG00000024029	ENSMUST00000024827	SignalP-noTM	1	23
ENSMUSG00000001804	ENSMUST00000019426	SignalP-noTM	1	20
ENSMUSG00000027761	ENSMUST00000029325	SignalP-noTM	1	25
ENSMUSG00000000627	ENSMUST00000000641	SignalP-noTM	1	40
ENSMUSG00000029765	ENSMUST00000115096	SignalP-noTM	1	23
ENSMUSG00000024770	ENSMUST00000025682	SignalP-noTM	1	19
ENSMUSG00000024770	ENSMUST00000126710	SignalP-noTM	1	19
ENSMUSG00000044485	ENSMUST00000007156	SignalP-noTM	1	17
ENSMUSG00000102697	ENSMUST00000047479	SignalP-noTM	1	41
ENSMUSG00000036216	ENSMUST00000036045	SignalP-noTM	1	22
ENSMUSG00000021345	ENSMUST00000080762	SignalP-noTM	1	30
ENSMUSG00000021345	ENSMUST00000018392	SignalP-noTM	1	29
ENSMUSG00000021345	ENSMUST00000110355	SignalP-noTM	1	30
ENSMUSG00000066652	ENSMUST00000085797	SignalP-noTM	1	21
ENSMUSG00000024028	ENSMUST00000024826	SignalP-noTM	1	23
ENSMUSG00000045287	ENSMUST00000102514	SignalP-noTM	1	24
ENSMUSG00000013643	ENSMUST00000013787	SignalP-noTM	1	20
ENSMUSG00000013643	ENSMUST00000108826	SignalP-noTM	1	20
ENSMUSG00000036395	ENSMUST00000162252	SignalP-noTM	1	15
ENSMUSG00000032334	ENSMUST00000061799	SignalP-noTM	1	25
ENSMUSG00000023046	ENSMUST00000023807	SignalP-noTM	1	28
ENSMUSG00000022491	ENSMUST00000228895	SignalP-noTM	1	18
ENSMUSG00000022491	ENSMUST00000023134	SignalP-noTM	1	18
ENSMUSG00000022491	ENSMUST00000228060	SignalP-noTM	1	18
ENSMUSG00000022519	ENSMUST00000090500	SignalP-noTM	1	20
ENSMUSG00000022519	ENSMUST00000023161	SignalP-noTM	1	20
ENSMUSG00000062148	ENSMUST00000169070	SignalP-noTM	1	25
ENSMUSG00000062148	ENSMUST00000074477	SignalP-noTM	1	25
ENSMUSG00000078998	ENSMUST00000109753	SignalP-noTM	1	19
ENSMUSG00000032726	ENSMUST00000102641	SignalP-noTM	1	21
ENSMUSG00000032726	ENSMUST00000040496	SignalP-noTM	1	21
ENSMUSG00000024032	ENSMUST00000024831	SignalP-noTM	1	21
ENSMUSG00000052276	ENSMUST00000066852	SignalP-noTM	1	25
ENSMUSG00000076436	ENSMUST00000102640	SignalP-noTM	1	17
ENSMUSG00000002103	ENSMUST00000150403	SignalP-noTM	1	30
ENSMUSG00000002103	ENSMUST00000002172	SignalP-noTM	1	30
ENSMUSG00000002103	ENSMUST00000155418	SignalP-noTM	1	30
ENSMUSG00000032492	ENSMUST00000198865	SignalP-noTM	1	28
ENSMUSG00000032492	ENSMUST00000006005	SignalP-noTM	1	28
ENSMUSG00000032492	ENSMUST00000196057	SignalP-noTM	1	28
ENSMUSG00000032492	ENSMUST00000199791	SignalP-noTM	1	21
ENSMUSG00000032492	ENSMUST00000166716	SignalP-noTM	1	28
ENSMUSG00000042459	ENSMUST00000048103	SignalP-noTM	1	20
ENSMUSG00000042459	ENSMUST00000145388	SignalP-noTM	1	20
ENSMUSG00000053719	ENSMUST00000048945	SignalP-noTM	1	17
ENSMUSG00000024936	ENSMUST00000052448	SignalP-noTM	1	24
ENSMUSG00000026200	ENSMUST00000113623	SignalP-noTM	1	23
ENSMUSG00000026200	ENSMUST00000186173	SignalP-noTM	1	18
ENSMUSG00000026200	ENSMUST00000185448	SignalP-noTM	1	23
ENSMUSG00000033063	ENSMUST00000091554	SignalP-noTM	1	28
ENSMUSG00000021484	ENSMUST00000021940	SignalP-noTM	1	46
ENSMUSG00000036327	ENSMUST00000036187	SignalP-noTM	1	38
ENSMUSG00000060962	ENSMUST00000165887	SignalP-noTM	1	21
ENSMUSG00000060962	ENSMUST00000085691	SignalP-noTM	1	21
ENSMUSG00000060962	ENSMUST00000085688	SignalP-noTM	1	21
ENSMUSG00000060962	ENSMUST00000041703	SignalP-noTM	1	22
ENSMUSG00000060962	ENSMUST00000054427	SignalP-noTM	1	21
ENSMUSG00000036892	ENSMUST00000131040	SignalP-noTM	1	24
ENSMUSG00000031521	ENSMUST00000211424	SignalP-noTM	1	23
ENSMUSG00000031521	ENSMUST00000033920	SignalP-noTM	1	23
ENSMUSG00000055737	ENSMUST00000069451	SignalP-noTM	1	24
ENSMUSG00000055737	ENSMUST00000161561	SignalP-noTM	1	24
ENSMUSG00000055737	ENSMUST00000110698	SignalP-noTM	1	24
ENSMUSG00000055737	ENSMUST00000110697	SignalP-noTM	1	24
ENSMUSG00000055737	ENSMUST00000161770	SignalP-noTM	1	24
ENSMUSG00000056423	ENSMUST00000070531	SignalP-noTM	1	27
ENSMUSG00000054106	ENSMUST00000031913	SignalP-noTM	1	15
ENSMUSG00000037254	ENSMUST00000161909	SignalP-noTM	1	22
ENSMUSG00000037254	ENSMUST00000042290	SignalP-noTM	1	22
ENSMUSG00000037254	ENSMUST00000155809	SignalP-noTM	1	22
ENSMUSG00000032068	ENSMUST00000114474	SignalP-noTM	1	27
ENSMUSG00000032068	ENSMUST00000188047	SignalP-noTM	1	27
ENSMUSG00000036938	ENSMUST00000064324	SignalP-noTM	1	15
ENSMUSG00000013653	ENSMUST00000013797	SignalP-noTM	1	26
ENSMUSG00000044393	ENSMUST00000059787	SignalP-noTM	1	28
ENSMUSG00000044393	ENSMUST00000120102	SignalP-noTM	1	28
ENSMUSG00000044393	ENSMUST00000121837	SignalP-noTM	1	28
ENSMUSG00000024327	ENSMUST00000025186	SignalP-noTM	1	27
ENSMUSG00000024327	ENSMUST00000171872	SignalP-noTM	1	27
ENSMUSG00000024327	ENSMUST00000169397	SignalP-noTM	1	27
ENSMUSG00000058287	ENSMUST00000108825	SignalP-noTM	1	30
ENSMUSG00000025433	ENSMUST00000026499	SignalP-noTM	1	19
ENSMUSG00000045625	ENSMUST00000052174	SignalP-noTM	1	20
ENSMUSG00000071521	ENSMUST00000072103	SignalP-noTM	1	15
ENSMUSG00000026958	ENSMUST00000028332	SignalP-noTM	1	33
ENSMUSG00000009356	ENSMUST00000103177	SignalP-noTM	1	23
ENSMUSG00000009356	ENSMUST00000136446	SignalP-noTM	1	23
ENSMUSG00000071519	ENSMUST00000096003	SignalP-noTM	1	15
ENSMUSG00000026725	ENSMUST00000039178	SignalP-noTM	1	26
ENSMUSG00000026725	ENSMUST00000131919	SignalP-noTM	1	26
ENSMUSG00000058119	ENSMUST00000049079	SignalP-noTM	1	15
ENSMUSG00000032343	ENSMUST00000113250	SignalP-noTM	1	20
ENSMUSG00000032343	ENSMUST00000185068	SignalP-noTM	1	20
ENSMUSG00000032343	ENSMUST00000085289	SignalP-noTM	1	20
ENSMUSG00000052642	ENSMUST00000064614	SignalP-noTM	1	24
ENSMUSG00000027482	ENSMUST00000028984	SignalP-noTM	1	22
ENSMUSG00000027482	ENSMUST00000109746	SignalP-noTM	1	22
ENSMUSG00000025157	ENSMUST00000224258	SignalP-noTM	1	11
ENSMUSG00000025157	ENSMUST00000026154	SignalP-noTM	1	11
ENSMUSG00000025157	ENSMUST00000224896	SignalP-noTM	1	11
ENSMUSG00000025157	ENSMUST00000224562	SignalP-noTM	1	11
ENSMUSG00000025157	ENSMUST00000224537	SignalP-noTM	1	22
ENSMUSG00000035270	ENSMUST00000069936	SignalP-noTM	1	27
ENSMUSG00000035270	ENSMUST00000160116	SignalP-noTM	1	27
ENSMUSG00000038304	ENSMUST00000107074	SignalP-noTM	1	27
ENSMUSG00000038304	ENSMUST00000047702	SignalP-noTM	1	27
ENSMUSG00000038304	ENSMUST00000165991	SignalP-noTM	1	27
ENSMUSG00000096966	ENSMUST00000180787	SignalP-noTM	1	25
ENSMUSG00000025431	ENSMUST00000026498	SignalP-noTM	1	19
ENSMUSG00000008874	ENSMUST00000009018	SignalP-noTM	1	22
ENSMUSG00000060407	ENSMUST00000075552	SignalP-noTM	1	30
ENSMUSG00000035299	ENSMUST00000079443	SignalP-noTM	1	17
ENSMUSG00000021346	ENSMUST00000110350	SignalP-noTM	1	30
ENSMUSG00000021346	ENSMUST00000018389	SignalP-noTM	1	29
ENSMUSG00000091888	ENSMUST00000165834	SignalP-noTM	1	20
ENSMUSG00000079685	ENSMUST00000218087	SignalP-noTM	1	25
ENSMUSG00000079685	ENSMUST00000177585	SignalP-noTM	1	25
ENSMUSG00000079685	ENSMUST00000169796	SignalP-noTM	1	25
ENSMUSG00000016494	ENSMUST00000016638	SignalP-noTM	1	34
ENSMUSG00000016494	ENSMUST00000110815	SignalP-noTM	1	34
ENSMUSG00000034009	ENSMUST00000078527	SignalP-noTM	1	22
ENSMUSG00000022802	ENSMUST00000023497	SignalP-noTM	1	42
ENSMUSG00000055515	ENSMUST00000020547	SignalP-TM	1	18
ENSMUSG00000091468	ENSMUST00000170596	SignalP-noTM	1	18
ENSMUSG00000009731	ENSMUST00000009875	SignalP-noTM	1	16
ENSMUSG00000091381	ENSMUST00000167976	SignalP-noTM	1	20
ENSMUSG00000060924	ENSMUST00000082104	SignalP-noTM	1	29
ENSMUSG00000053338	ENSMUST00000203020	SignalP-noTM	1	16
ENSMUSG00000053338	ENSMUST00000203821	SignalP-noTM	1	16
ENSMUSG00000023247	ENSMUST00000024015	SignalP-noTM	1	21
ENSMUSG00000029417	ENSMUST00000113093	SignalP-noTM	1	21
ENSMUSG00000038793	ENSMUST00000037361	SignalP-noTM	1	21
ENSMUSG00000020009	ENSMUST00000020188	SignalP-noTM	1	25
ENSMUSG00000060034	ENSMUST00000076091	SignalP-noTM	1	22
ENSMUSG00000007209	ENSMUST00000001984	SignalP-noTM	1	33
ENSMUSG00000038624	ENSMUST00000219730	SignalP-noTM	1	21
ENSMUSG00000038624	ENSMUST00000067085	SignalP-noTM	1	19
ENSMUSG00000055933	ENSMUST00000069760	SignalP-noTM	1	21
ENSMUSG00000027483	ENSMUST00000028985	SignalP-noTM	1	19
ENSMUSG00000051041	ENSMUST00000120990	SignalP-noTM	1	26
ENSMUSG00000032978	ENSMUST00000044426	SignalP-noTM	1	21
ENSMUSG00000000686	ENSMUST00000094004	SignalP-noTM	1	28
ENSMUSG00000023336	ENSMUST00000212901	SignalP-noTM	1	23
ENSMUSG00000023336	ENSMUST00000024107	SignalP-noTM	1	23
ENSMUSG00000021939	ENSMUST00000006235	SignalP-noTM	1	17
ENSMUSG00000044328	ENSMUST00000060417	SignalP-noTM	1	27
ENSMUSG00000038777	ENSMUST00000131742	SignalP-noTM	1	25
ENSMUSG00000038777	ENSMUST00000090823	SignalP-noTM	1	25
ENSMUSG00000038777	ENSMUST00000090821	SignalP-noTM	1	25
ENSMUSG00000038777	ENSMUST00000168321	SignalP-noTM	1	25
ENSMUSG00000038777	ENSMUST00000107217	SignalP-noTM	1	25
ENSMUSG00000038777	ENSMUST00000202315	SignalP-noTM	1	25
ENSMUSG00000035704	ENSMUST00000098300	SignalP-noTM	1	26
ENSMUSG00000026548	ENSMUST00000027830	SignalP-noTM	1	17
ENSMUSG00000063177	ENSMUST00000079859	SignalP-noTM	1	17
ENSMUSG00000071517	ENSMUST00000095999	SignalP-noTM	1	15
ENSMUSG00000018339	ENSMUST00000125094	SignalP-noTM	1	24
ENSMUSG00000018339	ENSMUST00000082430	SignalP-noTM	1	24
ENSMUSG00000018339	ENSMUST00000149324	SignalP-noTM	1	24
ENSMUSG00000071347	ENSMUST00000025940	SignalP-noTM	1	19
ENSMUSG00000005705	ENSMUST00000005849	SignalP-noTM	1	20
ENSMUSG00000005705	ENSMUST00000194091	SignalP-noTM	1	20
ENSMUSG00000005705	ENSMUST00000194654	SignalP-noTM	1	20
ENSMUSG00000053552	ENSMUST00000110288	SignalP-noTM	1	47
ENSMUSG00000052974	ENSMUST00000003100	SignalP-noTM	1	21
ENSMUSG00000031555	ENSMUST00000208247	SignalP-noTM	1	29
ENSMUSG00000031555	ENSMUST00000207132	SignalP-noTM	1	29
ENSMUSG00000031555	ENSMUST00000084032	SignalP-noTM	1	29
ENSMUSG00000031555	ENSMUST00000084035	SignalP-noTM	1	29
ENSMUSG00000019796	ENSMUST00000134346	SignalP-noTM	1	32
ENSMUSG00000019796	ENSMUST00000019931	SignalP-noTM	1	32
ENSMUSG00000019796	ENSMUST00000130590	SignalP-noTM	1	32
ENSMUSG00000030382	ENSMUST00000032539	SignalP-TM	1	20
ENSMUSG00000030382	ENSMUST00000120903	SignalP-TM	1	20
ENSMUSG00000026478	ENSMUST00000027752	SignalP-noTM	1	33
ENSMUSG00000062751	ENSMUST00000031910	SignalP-noTM	1	15
ENSMUSG00000073396	ENSMUST00000161110	SignalP-noTM	1	22
ENSMUSG00000066516	ENSMUST00000085455	SignalP-noTM	1	17
ENSMUSG00000027322	ENSMUST00000028794	SignalP-noTM	1	23
ENSMUSG00000027322	ENSMUST00000110227	SignalP-noTM	1	23
ENSMUSG00000027322	ENSMUST00000110226	SignalP-noTM	1	23
ENSMUSG00000023930	ENSMUST00000024724	SignalP-noTM	1	22
ENSMUSG00000023930	ENSMUST00000144243	SignalP-noTM	1	22
ENSMUSG00000023930	ENSMUST00000131699	SignalP-noTM	1	22
ENSMUSG00000027484	ENSMUST00000028986	SignalP-noTM	1	19
ENSMUSG00000024682	ENSMUST00000025585	SignalP-noTM	1	22
ENSMUSG00000051048	ENSMUST00000057023	SignalP-noTM	1	24
ENSMUSG00000090658	ENSMUST00000203968	SignalP-noTM	1	25
ENSMUSG00000094921	ENSMUST00000097381	SignalP-noTM	1	18
ENSMUSG00000021765	ENSMUST00000022287	SignalP-noTM	1	29
ENSMUSG00000021765	ENSMUST00000223640	SignalP-noTM	1	29
ENSMUSG00000060177	ENSMUST00000077528	SignalP-noTM	1	17
ENSMUSG00000060311	ENSMUST00000226484	SignalP-noTM	1	19
ENSMUSG00000060311	ENSMUST00000078842	SignalP-noTM	1	19
ENSMUSG00000074454	ENSMUST00000098908	SignalP-noTM	1	20
ENSMUSG00000055632	ENSMUST00000113532	SignalP-noTM	1	19
ENSMUSG00000021900	ENSMUST00000090147	SignalP-noTM	1	34
ENSMUSG00000034488	ENSMUST00000118731	SignalP-noTM	1	23
ENSMUSG00000034488	ENSMUST00000081769	SignalP-noTM	1	23
ENSMUSG00000034488	ENSMUST00000043111	SignalP-noTM	1	23
ENSMUSG00000037995	ENSMUST00000127052	SignalP-noTM	1	20
ENSMUSG00000037995	ENSMUST00000135267	SignalP-noTM	1	20
ENSMUSG00000037995	ENSMUST00000052629	SignalP-noTM	1	20
ENSMUSG00000037995	ENSMUST00000111235	SignalP-noTM	1	20
ENSMUSG00000022103	ENSMUST00000022699	SignalP-noTM	1	21
ENSMUSG00000022103	ENSMUST00000227697	SignalP-noTM	1	17
ENSMUSG00000078771	ENSMUST00000103236	SignalP-noTM	1	24
ENSMUSG00000078771	ENSMUST00000154415	SignalP-noTM	1	17
ENSMUSG00000078771	ENSMUST00000170799	SignalP-noTM	1	24
ENSMUSG00000061143	ENSMUST00000118075	SignalP-noTM	1	19
ENSMUSG00000027111	ENSMUST00000028522	SignalP-noTM	1	23
ENSMUSG00000027111	ENSMUST00000112101	SignalP-noTM	1	23
ENSMUSG00000006490	ENSMUST00000006662	SignalP-noTM	1	30
ENSMUSG00000042581	ENSMUST00000073527	SignalP-noTM	1	36
ENSMUSG00000042581	ENSMUST00000040311	SignalP-noTM	1	36
ENSMUSG00000022847	ENSMUST00000076422	SignalP-noTM	1	21
ENSMUSG00000022847	ENSMUST00000115437	SignalP-noTM	1	21
ENSMUSG00000039760	ENSMUST00000036564	SignalP-noTM	1	18
ENSMUSG00000006958	ENSMUST00000115423	SignalP-noTM	1	26
ENSMUSG00000006958	ENSMUST00000007171	SignalP-noTM	1	26
ENSMUSG00000023926	ENSMUST00000024721	SignalP-noTM	1	26
ENSMUSG00000057606	ENSMUST00000112027	SignalP-noTM	1	22
ENSMUSG00000057606	ENSMUST00000150054	SignalP-noTM	1	26
ENSMUSG00000030718	ENSMUST00000207634	SignalP-noTM	1	34
ENSMUSG00000004651	ENSMUST00000004770	SignalP-noTM	1	18
ENSMUSG00000004651	ENSMUST00000207834	SignalP-noTM	1	18
ENSMUSG00000082976	ENSMUST00000122025	SignalP-noTM	1	19
ENSMUSG00000082976	ENSMUST00000167686	SignalP-noTM	1	19
ENSMUSG00000015001	ENSMUST00000079776	SignalP-noTM	1	19
ENSMUSG00000015001	ENSMUST00000060522	SignalP-noTM	1	19
ENSMUSG00000057163	ENSMUST00000070380	SignalP-noTM	1	15
ENSMUSG00000071165	ENSMUST00000095430	SignalP-noTM	1	19
ENSMUSG00000028343	ENSMUST00000030028	SignalP-noTM	1	29
ENSMUSG00000027485	ENSMUST00000081816	SignalP-noTM	1	21
ENSMUSG00000027485	ENSMUST00000028987	SignalP-noTM	1	21
ENSMUSG00000035914	ENSMUST00000165365	SignalP-noTM	1	28
ENSMUSG00000035914	ENSMUST00000039788	SignalP-noTM	1	28
ENSMUSG00000023473	ENSMUST00000213524	SignalP-noTM	1	31
ENSMUSG00000023473	ENSMUST00000024238	SignalP-noTM	1	31
ENSMUSG00000038968	ENSMUST00000005933	SignalP-noTM	1	17
ENSMUSG00000019872	ENSMUST00000020022	SignalP-noTM	1	22
ENSMUSG00000021190	ENSMUST00000110020	SignalP-noTM	1	17
ENSMUSG00000021190	ENSMUST00000021607	SignalP-noTM	1	17
ENSMUSG00000063713	ENSMUST00000073713	SignalP-noTM	1	17
ENSMUSG00000066513	ENSMUST00000077354	SignalP-noTM	1	17
ENSMUSG00000079120	ENSMUST00000110758	SignalP-noTM	1	19
ENSMUSG00000066515	ENSMUST00000085450	SignalP-noTM	1	17
ENSMUSG00000020609	ENSMUST00000171271	SignalP-noTM	1	27
ENSMUSG00000020609	ENSMUST00000037811	SignalP-noTM	1	27
ENSMUSG00000020609	ENSMUST00000037520	SignalP-noTM	1	27
ENSMUSG00000028415	ENSMUST00000030122	SignalP-noTM	1	18
ENSMUSG00000006931	ENSMUST00000066489	SignalP-noTM	1	18
ENSMUSG00000015947	ENSMUST00000029748	SignalP-noTM	1	24
ENSMUSG00000025774	ENSMUST00000115340	SignalP-noTM	1	20
ENSMUSG00000054594	ENSMUST00000039507	SignalP-noTM	1	24
ENSMUSG00000054594	ENSMUST00000108645	SignalP-noTM	1	18
ENSMUSG00000054594	ENSMUST00000148012	SignalP-noTM	1	17
ENSMUSG00000018238	ENSMUST00000018382	SignalP-noTM	1	29
ENSMUSG00000092111	ENSMUST00000170322	SignalP-noTM	1	18
ENSMUSG00000064080	ENSMUST00000113498	SignalP-noTM	1	26
ENSMUSG00000064080	ENSMUST00000041544	SignalP-noTM	1	26
ENSMUSG00000064080	ENSMUST00000132021	SignalP-noTM	1	26
ENSMUSG00000064080	ENSMUST00000134974	SignalP-noTM	1	26
ENSMUSG00000025780	ENSMUST00000026886	SignalP-noTM	1	17
ENSMUSG00000015189	ENSMUST00000141359	SignalP-noTM	1	30
ENSMUSG00000073987	ENSMUST00000098242	SignalP-noTM	1	24
ENSMUSG00000047881	ENSMUST00000154169	SignalP-noTM	1	23
ENSMUSG00000060548	ENSMUST00000111236	SignalP-noTM	1	29
ENSMUSG00000060548	ENSMUST00000111234	SignalP-noTM	1	29
ENSMUSG00000060548	ENSMUST00000224371	SignalP-noTM	1	29
ENSMUSG00000060548	ENSMUST00000225730	SignalP-noTM	1	29
ENSMUSG00000067212	ENSMUST00000102678	SignalP-noTM	1	20
ENSMUSG00000002603	ENSMUST00000002678	SignalP-noTM	1	29
ENSMUSG00000074447	ENSMUST00000076754	SignalP-noTM	1	19
ENSMUSG00000016763	ENSMUST00000043634	SignalP-noTM	1	20
ENSMUSG00000016763	ENSMUST00000076060	SignalP-noTM	1	20
ENSMUSG00000016763	ENSMUST00000016907	SignalP-noTM	1	20
ENSMUSG00000016763	ENSMUST00000171496	SignalP-noTM	1	20
ENSMUSG00000049160	ENSMUST00000135643	SignalP-noTM	1	23
ENSMUSG00000049160	ENSMUST00000178511	SignalP-noTM	1	23
ENSMUSG00000074446	ENSMUST00000098899	SignalP-noTM	1	19
ENSMUSG00000070847	ENSMUST00000072475	SignalP-noTM	1	18
ENSMUSG00000070847	ENSMUST00000174368	SignalP-noTM	1	18
ENSMUSG00000019756	ENSMUST00000006664	SignalP-noTM	1	29
ENSMUSG00000019756	ENSMUST00000095926	SignalP-noTM	1	29
ENSMUSG00000048304	ENSMUST00000192477	SignalP-noTM	1	29
ENSMUSG00000048304	ENSMUST00000059407	SignalP-noTM	1	29
ENSMUSG00000019828	ENSMUST00000105561	SignalP-noTM	1	20
ENSMUSG00000019828	ENSMUST00000044306	SignalP-noTM	1	20
ENSMUSG00000019828	ENSMUST00000105560	SignalP-noTM	1	20
ENSMUSG00000032332	ENSMUST00000071750	SignalP-noTM	1	23
ENSMUSG00000032332	ENSMUST00000121227	SignalP-noTM	1	23
ENSMUSG00000061845	ENSMUST00000078121	SignalP-noTM	1	19
