Gene stable ID	Transcript stable ID	Protein stable ID	Transcript type	Source (transcript)	Gene name
ENSMUSG00000027406	ENSMUST00000028892	ENSMUSP00000028892	protein_coding	ensembl_havana	Idh3b
ENSMUSG00000027406	ENSMUST00000124868		retained_intron	havana	Idh3b
ENSMUSG00000028434	ENSMUST00000030142	ENSMUSP00000030142	protein_coding	ensembl_havana	Epb41l4b
ENSMUSG00000027246	ENSMUST00000028679	ENSMUSP00000028679	protein_coding	havana	Ell3
ENSMUSG00000022089	ENSMUST00000022680	ENSMUSP00000022680	protein_coding	ensembl_havana	Bin3
ENSMUSG00000030754	ENSMUST00000033012	ENSMUSP00000033012	protein_coding	ensembl_havana	Copb1
ENSMUSG00000039470	ENSMUST00000049389	ENSMUSP00000041727	protein_coding	ensembl_havana	Zdhhc2
ENSMUSG00000024959	ENSMUST00000025910	ENSMUSP00000025910	protein_coding	ensembl_havana	Bad
ENSMUSG00000024959	ENSMUST00000141410	ENSMUSP00000114597	protein_coding	havana	Bad
ENSMUSG00000024959	ENSMUST00000145463	ENSMUSP00000121778	protein_coding	havana	Bad
ENSMUSG00000028553	ENSMUST00000030280	ENSMUSP00000030280	protein_coding	ensembl_havana	Angptl3
ENSMUSG00000033902	ENSMUST00000066058	ENSMUSP00000068516	protein_coding	ensembl_havana	Mapkbp1
ENSMUSG00000027739	ENSMUST00000054387	ENSMUSP00000063054	protein_coding	ensembl_havana	Rab33b
ENSMUSG00000013833	ENSMUST00000105378	ENSMUSP00000101017	protein_coding	ensembl_havana	Med16
ENSMUSG00000027804	ENSMUST00000161460		retained_intron	havana	Ppid
ENSMUSG00000026355	ENSMUST00000190495	ENSMUSP00000140308	protein_coding	havana	Mcm6
ENSMUSG00000079355	ENSMUST00000050139		processed_transcript	ensembl_havana	Ackr4
ENSMUSG00000079355	ENSMUST00000076147	ENSMUSP00000075507	protein_coding	ensembl_havana	Ackr4
ENSMUSG00000103793	ENSMUST00000195823	ENSMUSP00000141803	protein_coding	havana	Pcdhga6
ENSMUSG00000016495	ENSMUST00000143467	ENSMUSP00000120466	protein_coding	ensembl_havana	Plgrkt
ENSMUSG00000016495	ENSMUST00000155367	ENSMUSP00000118861	protein_coding	havana	Plgrkt
ENSMUSG00000016495	ENSMUST00000139176		processed_transcript	havana	Plgrkt
ENSMUSG00000032557	ENSMUST00000035166	ENSMUSP00000035166	protein_coding	ensembl_havana	Uba5
ENSMUSG00000033712	ENSMUST00000035612	ENSMUSP00000036924	protein_coding	ensembl_havana	Ccar2
ENSMUSG00000021377	ENSMUST00000021807	ENSMUSP00000021807	protein_coding	ensembl_havana	Dek
ENSMUSG00000017677	ENSMUST00000017821	ENSMUSP00000017821	protein_coding	ensembl_havana	Wsb1
ENSMUSG00000017677	ENSMUST00000145772	ENSMUSP00000137999	nonsense_mediated_decay	havana	Wsb1
ENSMUSG00000042993	ENSMUST00000058595	ENSMUSP00000054273	protein_coding	ensembl_havana	Ifnk
ENSMUSG00000026510	ENSMUST00000117245	ENSMUSP00000112508	protein_coding	ensembl_havana	Trp53bp2
ENSMUSG00000073910	ENSMUST00000102975	ENSMUSP00000100040	protein_coding	ensembl_havana	Mob3b
ENSMUSG00000072582	ENSMUST00000108021	ENSMUSP00000103656	protein_coding	havana	Ptrh2
ENSMUSG00000069895	ENSMUST00000093162	ENSMUSP00000090850	protein_coding	ensembl	Atxn1l
ENSMUSG00000028518	ENSMUST00000030243	ENSMUSP00000030243	protein_coding	ensembl_havana	Prkaa2
ENSMUSG00000049685	ENSMUST00000205273		retained_intron	havana	Cyp2g1
ENSMUSG00000041594	ENSMUST00000037726	ENSMUSP00000046368	protein_coding	ensembl_havana	Tmtc4
ENSMUSG00000040855	ENSMUST00000112334	ENSMUSP00000107953	protein_coding	havana	Reps2
ENSMUSG00000052253	ENSMUST00000227912		retained_intron	havana	Zfp622
ENSMUSG00000052253	ENSMUST00000061875	ENSMUSP00000059678	protein_coding	ensembl_havana	Zfp622
ENSMUSG00000052253	ENSMUST00000227093		retained_intron	havana	Zfp622
ENSMUSG00000004508	ENSMUST00000004622	ENSMUSP00000004622	protein_coding	ensembl_havana	Gab2
ENSMUSG00000104346	ENSMUST00000073447	ENSMUSP00000073150	protein_coding	ensembl_havana	Pcdhga3
ENSMUSG00000040374	ENSMUST00000164828	ENSMUSP00000129311	protein_coding	ensembl	Pex2
ENSMUSG00000031601	ENSMUST00000034012	ENSMUSP00000034012	protein_coding	ensembl_havana	Cnot7
ENSMUSG00000031601	ENSMUST00000144970		retained_intron	havana	Cnot7
ENSMUSG00000012483	ENSMUST00000012627	ENSMUSP00000012627	protein_coding	ensembl_havana	Rpa3
ENSMUSG00000014077	ENSMUST00000014221	ENSMUSP00000014221	protein_coding	ensembl_havana	Chp1
ENSMUSG00000014077	ENSMUST00000119172	ENSMUSP00000114013	protein_coding	havana	Chp1
ENSMUSG00000030619	ENSMUST00000107234	ENSMUSP00000102853	protein_coding	ensembl_havana	Eed
ENSMUSG00000038080	ENSMUST00000037025	ENSMUSP00000038373	protein_coding	ensembl_havana	Kdm1b
ENSMUSG00000042246	ENSMUST00000044195	ENSMUSP00000046927	protein_coding	ensembl_havana	Tmc7
ENSMUSG00000030533	ENSMUST00000107368	ENSMUSP00000102991	protein_coding	havana	Unc45a
ENSMUSG00000030533	ENSMUST00000206032		retained_intron	havana	Unc45a
ENSMUSG00000026708	ENSMUST00000028035	ENSMUSP00000028035	protein_coding	ensembl_havana	Cenpl
ENSMUSG00000038762	ENSMUST00000043757	ENSMUSP00000036881	protein_coding	ensembl_havana	Abcf1
ENSMUSG00000037111	ENSMUST00000037141	ENSMUSP00000043492	protein_coding	ensembl_havana	Setd7
ENSMUSG00000033191	ENSMUST00000184261	ENSMUSP00000139279	protein_coding	havana	Tie1
ENSMUSG00000028037	ENSMUST00000029671	ENSMUSP00000029671	protein_coding	ensembl_havana	Ifi44
ENSMUSG00000031532	ENSMUST00000033933	ENSMUSP00000033933	protein_coding	ensembl_havana	Saraf
ENSMUSG00000062209	ENSMUST00000121473	ENSMUSP00000114123	protein_coding	ensembl_havana	Erbb4
ENSMUSG00000047638	ENSMUST00000105297	ENSMUSP00000100934	protein_coding	ensembl_havana	Nr1h4
ENSMUSG00000047638	ENSMUST00000105296	ENSMUSP00000100933	protein_coding	ensembl	Nr1h4
ENSMUSG00000048429	ENSMUST00000062125	ENSMUSP00000058283	protein_coding	ensembl_havana	Timm29
ENSMUSG00000022681	ENSMUST00000023362	ENSMUSP00000023362	protein_coding	ensembl_havana	Ntan1
ENSMUSG00000022681	ENSMUST00000141791		retained_intron	havana	Ntan1
ENSMUSG00000022681	ENSMUST00000123849		retained_intron	havana	Ntan1
ENSMUSG00000053219	ENSMUST00000181645	ENSMUSP00000138022	protein_coding	havana	Raet1e
ENSMUSG00000093593	ENSMUST00000176751	ENSMUSP00000135410	nonsense_mediated_decay	havana	Gm20683
ENSMUSG00000057835	ENSMUST00000079642	ENSMUSP00000078587	protein_coding	ensembl_havana	Zfp119a
ENSMUSG00000000628	ENSMUST00000000642	ENSMUSP00000000642	protein_coding	ensembl_havana	Hk2
ENSMUSG00000073434	ENSMUST00000176575		retained_intron	havana	Wdr90
ENSMUSG00000039988	ENSMUST00000199727	ENSMUSP00000143432	nonsense_mediated_decay	havana	Ankrd13c
ENSMUSG00000039988	ENSMUST00000199757		retained_intron	havana	Ankrd13c
ENSMUSG00000102918	ENSMUST00000194447		retained_intron	havana	Pcdhgc3
ENSMUSG00000003198	ENSMUST00000054780	ENSMUSP00000053979	protein_coding	ensembl_havana	Zfp959
ENSMUSG00000003198	ENSMUST00000224294		retained_intron	havana	Zfp959
ENSMUSG00000031445	ENSMUST00000210050		retained_intron	havana	Proz
ENSMUSG00000031445	ENSMUST00000033822	ENSMUSP00000033822	protein_coding	ensembl_havana	Proz
ENSMUSG00000103034	ENSMUST00000192045	ENSMUSP00000141419	protein_coding	havana	Gm8797
ENSMUSG00000031478	ENSMUST00000110730	ENSMUSP00000106358	protein_coding	havana	Nek3
ENSMUSG00000061887	ENSMUST00000030367	ENSMUSP00000030367	protein_coding	ensembl_havana	Ssbp3
ENSMUSG00000063652	ENSMUST00000076493	ENSMUSP00000075814	protein_coding	ensembl_havana	Slc22a21
ENSMUSG00000026932	ENSMUST00000114159	ENSMUSP00000109796	protein_coding	ensembl_havana	Nacc2
ENSMUSG00000042644	ENSMUST00000049308	ENSMUSP00000038150	protein_coding	ensembl_havana	Itpr3
ENSMUSG00000021890	ENSMUST00000022446	ENSMUSP00000022446	protein_coding	ensembl_havana	Eaf1
ENSMUSG00000032333	ENSMUST00000216877	ENSMUSP00000150531	nonsense_mediated_decay	havana	Stoml1
ENSMUSG00000032333	ENSMUST00000215079		retained_intron	havana	Stoml1
ENSMUSG00000032333	ENSMUST00000217026		retained_intron	havana	Stoml1
ENSMUSG00000078452	ENSMUST00000182677	ENSMUSP00000138328	protein_coding	havana	Raet1d
ENSMUSG00000078452	ENSMUST00000095795	ENSMUSP00000093471	protein_coding	ensembl_havana	Raet1d
ENSMUSG00000046947	ENSMUST00000140364	ENSMUSP00000123563	protein_coding	ensembl_havana	Adck2
ENSMUSG00000058706	ENSMUST00000205578		retained_intron	havana	0610030E20Rik
ENSMUSG00000063275	ENSMUST00000114753	ENSMUSP00000110401	protein_coding	ensembl_havana	Hacd1
ENSMUSG00000021891	ENSMUST00000055303	ENSMUSP00000077138	protein_coding	ensembl_havana	Mettl6
ENSMUSG00000026797	ENSMUST00000050000	ENSMUSP00000052440	protein_coding	ensembl_havana	Stxbp1
ENSMUSG00000046330	ENSMUST00000059980	ENSMUSP00000058919	protein_coding	ensembl_havana	Rpl37a
ENSMUSG00000046330	ENSMUST00000212432		retained_intron	havana	Rpl37a
ENSMUSG00000024962	ENSMUST00000025914	ENSMUSP00000025914	protein_coding	ensembl_havana	Vegfb
ENSMUSG00000029413	ENSMUST00000113102	ENSMUSP00000108726	protein_coding	ensembl_havana	Naaa
ENSMUSG00000028614	ENSMUST00000139560	ENSMUSP00000120365	protein_coding	ensembl_havana	Ndc1
ENSMUSG00000056019	ENSMUST00000188685	ENSMUSP00000140285	protein_coding	havana	Zfp709
ENSMUSG00000002416	ENSMUST00000135671	ENSMUSP00000118918	protein_coding	havana	Ndufb2
ENSMUSG00000002416	ENSMUST00000146793		retained_intron	havana	Ndufb2
ENSMUSG00000002416	ENSMUST00000128064		retained_intron	havana	Ndufb2
ENSMUSG00000037499	ENSMUST00000046770	ENSMUSP00000046311	protein_coding	ensembl_havana	Nenf
ENSMUSG00000022680	ENSMUST00000023361	ENSMUSP00000023361	protein_coding	havana	Pdxdc1
ENSMUSG00000045639	ENSMUST00000058038	ENSMUSP00000053760	protein_coding	ensembl_havana	Zfp629
ENSMUSG00000020964	ENSMUST00000021347	ENSMUSP00000021347	protein_coding	ensembl_havana	Sel1l
ENSMUSG00000002413	ENSMUST00000002487	ENSMUSP00000002487	protein_coding	ensembl_havana	Braf
ENSMUSG00000029575	ENSMUST00000031560	ENSMUSP00000031560	protein_coding	ensembl_havana	Mmab
ENSMUSG00000021400	ENSMUST00000021832	ENSMUSP00000021832	protein_coding	ensembl_havana	Wrnip1
ENSMUSG00000041625	ENSMUST00000110679	ENSMUSP00000135487	protein_coding	havana	Ggact
ENSMUSG00000041625	ENSMUST00000038075	ENSMUSP00000037278	protein_coding	ensembl_havana	Ggact
ENSMUSG00000041625	ENSMUST00000227890		retained_intron	havana	Ggact
ENSMUSG00000026648	ENSMUST00000061852	ENSMUSP00000054300	protein_coding	ensembl_havana	Dclre1c
ENSMUSG00000026648	ENSMUST00000102988	ENSMUSP00000100053	protein_coding	ensembl_havana	Dclre1c
ENSMUSG00000026648	ENSMUST00000131433		retained_intron	havana	Dclre1c
ENSMUSG00000028959	ENSMUST00000149537		retained_intron	havana	Fastk
ENSMUSG00000028959	ENSMUST00000030800	ENSMUSP00000030800	protein_coding	ensembl_havana	Fastk
ENSMUSG00000030522	ENSMUST00000206732		retained_intron	havana	Mtmr10
ENSMUSG00000030522	ENSMUST00000032736	ENSMUSP00000032736	protein_coding	ensembl_havana	Mtmr10
ENSMUSG00000102748	ENSMUST00000193631		retained_intron	havana	Pcdhgb2
ENSMUSG00000037949	ENSMUST00000042546	ENSMUSP00000045214	protein_coding	ensembl_havana	Ano10
ENSMUSG00000025154	ENSMUST00000026150	ENSMUSP00000026150	protein_coding	ensembl_havana	Arhgap19
ENSMUSG00000038446	ENSMUST00000044166	ENSMUSP00000044305	protein_coding	ensembl_havana	Cdc40
ENSMUSG00000010097	ENSMUST00000184970	ENSMUSP00000139124	protein_coding	havana	Nxf1
ENSMUSG00000028156	ENSMUST00000200020	ENSMUSP00000143690	protein_coding	havana	Eif4e
ENSMUSG00000028156	ENSMUST00000196990	ENSMUSP00000143104	protein_coding	havana	Eif4e
ENSMUSG00000026309	ENSMUST00000187049	ENSMUSP00000140752	nonsense_mediated_decay	havana	Ilkap
ENSMUSG00000026739	ENSMUST00000028071	ENSMUSP00000028071	protein_coding	ensembl_havana	Bmi1
ENSMUSG00000063383	ENSMUST00000080249	ENSMUSP00000079137	protein_coding	ensembl_havana	Zfp947
ENSMUSG00000019891	ENSMUST00000069004	ENSMUSP00000068203	protein_coding	ensembl_havana	Dcbld1
ENSMUSG00000041346	ENSMUST00000048139	ENSMUSP00000047825	protein_coding	ensembl_havana	Wrap53
ENSMUSG00000034774	ENSMUST00000054128	ENSMUSP00000054799	protein_coding	ensembl_havana	Dsg1c
ENSMUSG00000089862	ENSMUST00000159433	ENSMUSP00000124564	protein_coding	havana	Umad1
ENSMUSG00000089862	ENSMUST00000159168	ENSMUSP00000125134	protein_coding	havana	Umad1
ENSMUSG00000075273	ENSMUST00000099996	ENSMUSP00000097576	protein_coding	ensembl_havana	Ttc30b
ENSMUSG00000041134	ENSMUST00000114174	ENSMUSP00000109811	protein_coding	ensembl_havana	Cyyr1
ENSMUSG00000044501	ENSMUST00000088765	ENSMUSP00000086143	protein_coding	ensembl	Zfp758
ENSMUSG00000021024	ENSMUST00000021412	ENSMUSP00000021412	protein_coding	ensembl_havana	Psma6
ENSMUSG00000010047	ENSMUST00000195752	ENSMUSP00000141280	protein_coding	havana	Hyal2
ENSMUSG00000010047	ENSMUST00000195681	ENSMUSP00000141820	protein_coding	havana	Hyal2
ENSMUSG00000070733	ENSMUST00000202697	ENSMUSP00000143824	protein_coding	havana	Fryl
ENSMUSG00000070733	ENSMUST00000101127	ENSMUSP00000098687	protein_coding	havana	Fryl
ENSMUSG00000028261	ENSMUST00000146721		processed_transcript	havana	Ndufaf4
ENSMUSG00000075272	ENSMUST00000099995	ENSMUSP00000097575	protein_coding	ensembl_havana	Ttc30a2
ENSMUSG00000039323	ENSMUST00000047328	ENSMUSP00000046610	protein_coding	ensembl_havana	Igfbp2
ENSMUSG00000053477	ENSMUST00000114985	ENSMUSP00000110636	protein_coding	ensembl_havana	Tcf4
ENSMUSG00000053477	ENSMUST00000202116	ENSMUSP00000144512	protein_coding	havana	Tcf4
ENSMUSG00000053477	ENSMUST00000145918	ENSMUSP00000144298	protein_coding	havana	Tcf4
ENSMUSG00000053477	ENSMUST00000201081		retained_intron	havana	Tcf4
ENSMUSG00000036181	ENSMUST00000040914	ENSMUSP00000045816	protein_coding	ensembl_havana	Hist1h1c
ENSMUSG00000029638	ENSMUST00000064285	ENSMUSP00000069444	protein_coding	ensembl_havana	Glcci1
ENSMUSG00000029638	ENSMUST00000162383	ENSMUSP00000125260	protein_coding	havana	Glcci1
ENSMUSG00000075271	ENSMUST00000099994	ENSMUSP00000097574	protein_coding	ensembl_havana	Ttc30a1
ENSMUSG00000010054	ENSMUST00000010198	ENSMUSP00000010198	protein_coding	ensembl_havana	Tusc2
ENSMUSG00000032440	ENSMUST00000061101	ENSMUSP00000062333	protein_coding	ensembl_havana	Tgfbr2
ENSMUSG00000027690	ENSMUST00000029240	ENSMUSP00000029240	protein_coding	ensembl_havana	Slc2a2
ENSMUSG00000047126	ENSMUST00000103186	ENSMUSP00000099475	protein_coding	ensembl_havana	Cltc
ENSMUSG00000040813	ENSMUST00000163441	ENSMUSP00000132247	protein_coding	ensembl_havana	Tex264
ENSMUSG00000024576	ENSMUST00000165123	ENSMUSP00000128871	protein_coding	ensembl_havana	Csnk1a1
ENSMUSG00000024576	ENSMUST00000170482		processed_transcript	havana	Csnk1a1
ENSMUSG00000010067	ENSMUST00000010211	ENSMUSP00000010211	protein_coding	ensembl_havana	Rassf1
ENSMUSG00000010067	ENSMUST00000191832		processed_transcript	havana	Rassf1
ENSMUSG00000010067	ENSMUST00000125386		retained_intron	havana	Rassf1
ENSMUSG00000057101	ENSMUST00000068975	ENSMUSP00000064611	protein_coding	ensembl_havana	Zfp180
ENSMUSG00000023206	ENSMUST00000138349	ENSMUSP00000131473	protein_coding	havana	Il15ra
ENSMUSG00000023206	ENSMUST00000124448		retained_intron	havana	Il15ra
ENSMUSG00000023004	ENSMUST00000077577	ENSMUSP00000076777	protein_coding	ensembl_havana	Tuba1b
ENSMUSG00000005547	ENSMUST00000005685	ENSMUSP00000005685	protein_coding	ensembl_havana	Cyp2a5
ENSMUSG00000017119	ENSMUST00000103099	ENSMUSP00000099388	protein_coding	havana	Nbr1
ENSMUSG00000017119	ENSMUST00000146452		retained_intron	havana	Nbr1
ENSMUSG00000017119	ENSMUST00000127871		retained_intron	havana	Nbr1
ENSMUSG00000017119	ENSMUST00000184092		misc_RNA	ensembl	Nbr1
ENSMUSG00000060373	ENSMUST00000111610	ENSMUSP00000107237	protein_coding	ensembl_havana	Hnrnpc
ENSMUSG00000018932	ENSMUST00000019076	ENSMUSP00000019076	protein_coding	ensembl_havana	Map2k3
ENSMUSG00000089857	ENSMUST00000110002	ENSMUSP00000105629	protein_coding	ensembl_havana	Zfp882
ENSMUSG00000011257	ENSMUST00000106243	ENSMUSP00000101850	protein_coding	havana	Pabpc4
ENSMUSG00000069310	ENSMUST00000091752	ENSMUSP00000089346	protein_coding	ensembl_havana	Hist1h3c
ENSMUSG00000028962	ENSMUST00000141966	ENSMUSP00000117215	protein_coding	havana	Slc4a2
ENSMUSG00000028962	ENSMUST00000115047	ENSMUSP00000110699	protein_coding	havana	Slc4a2
ENSMUSG00000028962	ENSMUST00000198786		retained_intron	havana	Slc4a2
ENSMUSG00000066880	ENSMUST00000119003	ENSMUSP00000112926	protein_coding	ensembl_havana	Zfp617
ENSMUSG00000020741	ENSMUST00000130398		processed_transcript	havana	Cluh
ENSMUSG00000020741	ENSMUST00000155558		retained_intron	havana	Cluh
ENSMUSG00000007613	ENSMUST00000007757	ENSMUSP00000007757	protein_coding	ensembl_havana	Tgfbr1
ENSMUSG00000057229	ENSMUST00000077338	ENSMUSP00000076563	protein_coding	havana	Dmac2
ENSMUSG00000057229	ENSMUST00000205593		retained_intron	havana	Dmac2
ENSMUSG00000057229	ENSMUST00000085953	ENSMUSP00000083115	protein_coding	ensembl_havana	Dmac2
ENSMUSG00000057229	ENSMUST00000130897		retained_intron	havana	Dmac2
ENSMUSG00000057229	ENSMUST00000126925	ENSMUSP00000145736	nonsense_mediated_decay	havana	Dmac2
ENSMUSG00000026185	ENSMUST00000027377	ENSMUSP00000027377	protein_coding	ensembl_havana	Igfbp5
ENSMUSG00000026509	ENSMUST00000068505	ENSMUSP00000068895	protein_coding	ensembl_havana	Capn2
ENSMUSG00000069919	ENSMUST00000093209	ENSMUSP00000090897	protein_coding	ensembl_havana	Hba-a1
ENSMUSG00000027997	ENSMUST00000029626	ENSMUSP00000029626	protein_coding	ensembl_havana	Casp6
ENSMUSG00000000605	ENSMUST00000000619	ENSMUSP00000000619	protein_coding	ensembl_havana	Clcn4
ENSMUSG00000021413	ENSMUST00000077853	ENSMUSP00000077019	protein_coding	ensembl_havana	Prpf4b
ENSMUSG00000045106	ENSMUST00000111114	ENSMUSP00000106743	protein_coding	ensembl_havana	Ccdc73
ENSMUSG00000073678	ENSMUST00000097739	ENSMUSP00000095346	protein_coding	ensembl_havana	Pgap1
ENSMUSG00000073678	ENSMUST00000189506		retained_intron	havana	Pgap1
ENSMUSG00000032423	ENSMUST00000069221	ENSMUSP00000063744	protein_coding	ensembl_havana	Syncrip
ENSMUSG00000003581	ENSMUST00000003677	ENSMUSP00000003677	protein_coding	ensembl_havana	Rnf215
ENSMUSG00000032425	ENSMUST00000162827	ENSMUSP00000125325	protein_coding	ensembl_havana	Zfp949
ENSMUSG00000028517	ENSMUST00000064139	ENSMUSP00000065719	protein_coding	ensembl_havana	Plpp3
ENSMUSG00000024413	ENSMUST00000025279	ENSMUSP00000025279	protein_coding	ensembl_havana	Npc1
ENSMUSG00000025261	ENSMUST00000153687	ENSMUSP00000114862	nonsense_mediated_decay	havana	Huwe1
ENSMUSG00000025261	ENSMUST00000026292	ENSMUSP00000026292	protein_coding	ensembl_havana	Huwe1
ENSMUSG00000025261	ENSMUST00000130243		retained_intron	havana	Huwe1
ENSMUSG00000025733	ENSMUST00000177470		retained_intron	havana	Rhot2
ENSMUSG00000058331	ENSMUST00000144183	ENSMUSP00000121202	protein_coding	ensembl_havana	Zfp85
ENSMUSG00000013622	ENSMUST00000201174	ENSMUSP00000143956	protein_coding	havana	Atraid
ENSMUSG00000013622	ENSMUST00000201887		retained_intron	havana	Atraid
ENSMUSG00000013622	ENSMUST00000013766	ENSMUSP00000013766	protein_coding	ensembl_havana	Atraid
ENSMUSG00000037824	ENSMUST00000224209	ENSMUSP00000153208	protein_coding	havana	Tspan14
ENSMUSG00000037824	ENSMUST00000047652	ENSMUSP00000035263	protein_coding	ensembl	Tspan14
ENSMUSG00000031311	ENSMUST00000126019		retained_intron	havana	Nono
ENSMUSG00000031311	ENSMUST00000147498		retained_intron	havana	Nono
ENSMUSG00000031311	ENSMUST00000136251		retained_intron	havana	Nono
ENSMUSG00000014547	ENSMUST00000014691	ENSMUSP00000014691	protein_coding	ensembl_havana	Wdfy2
ENSMUSG00000051427	ENSMUST00000101626	ENSMUSP00000099148	protein_coding	ensembl	Ccdc157
ENSMUSG00000062101	ENSMUST00000189452	ENSMUSP00000139791	protein_coding	havana	Zfp119b
ENSMUSG00000024030	ENSMUST00000024829	ENSMUSP00000024829	protein_coding	ensembl_havana	Abcg1
ENSMUSG00000027809	ENSMUST00000029386	ENSMUSP00000029386	protein_coding	ensembl_havana	Etfdh
ENSMUSG00000027809	ENSMUST00000194620		retained_intron	havana	Etfdh
ENSMUSG00000027170	ENSMUST00000131266		retained_intron	havana	Eif3m
ENSMUSG00000029090	ENSMUST00000030971	ENSMUSP00000030971	protein_coding	ensembl_havana	Adgra3
ENSMUSG00000029090	ENSMUST00000196915		processed_transcript	havana	Adgra3
ENSMUSG00000028410	ENSMUST00000030118	ENSMUSP00000030118	protein_coding	ensembl_havana	Dnaja1
ENSMUSG00000028410	ENSMUST00000129204		processed_transcript	havana	Dnaja1
ENSMUSG00000028410	ENSMUST00000126020		processed_transcript	havana	Dnaja1
ENSMUSG00000028410	ENSMUST00000149794	ENSMUSP00000121461	protein_coding	havana	Dnaja1
ENSMUSG00000028410	ENSMUST00000164233	ENSMUSP00000129730	protein_coding	ensembl	Dnaja1
ENSMUSG00000075031	ENSMUST00000099703	ENSMUSP00000097294	protein_coding	ensembl_havana	Hist1h2bb
ENSMUSG00000031661	ENSMUST00000169179	ENSMUSP00000125935	protein_coding	ensembl_havana	Nkd1
ENSMUSG00000031661	ENSMUST00000211113	ENSMUSP00000147347	protein_coding	havana	Nkd1
ENSMUSG00000024410	ENSMUST00000126523		retained_intron	havana	3110002H16Rik
ENSMUSG00000024410	ENSMUST00000139151		retained_intron	havana	3110002H16Rik
ENSMUSG00000027200	ENSMUST00000077847	ENSMUSP00000077014	protein_coding	ensembl	Sema6d
ENSMUSG00000061615	ENSMUST00000078369	ENSMUSP00000077477	protein_coding	ensembl_havana	Hist1h2ab
ENSMUSG00000103585	ENSMUST00000195363	ENSMUSP00000142227	protein_coding	havana	Pcdhgb4
ENSMUSG00000004565	ENSMUST00000208006		retained_intron	havana	Pnpla6
ENSMUSG00000004565	ENSMUST00000208851		retained_intron	havana	Pnpla6
ENSMUSG00000004565	ENSMUST00000208315		retained_intron	havana	Pnpla6
ENSMUSG00000004565	ENSMUST00000207929		retained_intron	havana	Pnpla6
ENSMUSG00000004565	ENSMUST00000207317		retained_intron	havana	Pnpla6
ENSMUSG00000004565	ENSMUST00000111070	ENSMUSP00000106699	protein_coding	ensembl	Pnpla6
ENSMUSG00000069267	ENSMUST00000091703	ENSMUSP00000089295	protein_coding	ensembl_havana	Hist1h3b
ENSMUSG00000069266	ENSMUST00000102965	ENSMUSP00000100030	protein_coding	ensembl_havana	Hist1h4b
ENSMUSG00000002308	ENSMUST00000002379	ENSMUSP00000002379	protein_coding	ensembl_havana	Cd320
ENSMUSG00000027811	ENSMUST00000029388	ENSMUSP00000029388	protein_coding	ensembl_havana	4930579G24Rik
ENSMUSG00000069917	ENSMUST00000093207	ENSMUSP00000090895	protein_coding	ensembl_havana	Hba-a2
ENSMUSG00000006641	ENSMUST00000114668	ENSMUSP00000110316	protein_coding	ensembl_havana	Slc5a6
ENSMUSG00000054942	ENSMUST00000073089	ENSMUSP00000072836	protein_coding	ensembl_havana	Miga1
ENSMUSG00000047824	ENSMUST00000060061	ENSMUSP00000053672	protein_coding	havana	Pygo2
ENSMUSG00000037685	ENSMUST00000037380	ENSMUSP00000042215	protein_coding	ensembl_havana	Atp8a1
ENSMUSG00000026131	ENSMUST00000183034	ENSMUSP00000138308	protein_coding	havana	Dst
ENSMUSG00000026131	ENSMUST00000183006		processed_transcript	havana	Dst
ENSMUSG00000026131	ENSMUST00000182335		retained_intron	havana	Dst
ENSMUSG00000026131	ENSMUST00000194192	ENSMUSP00000148563	protein_coding	havana	Dst
ENSMUSG00000026131	ENSMUST00000115104	ENSMUSP00000110756	protein_coding	ensembl	Dst
ENSMUSG00000019659	ENSMUST00000019803	ENSMUSP00000019803	protein_coding	ensembl_havana	Ccdc12
ENSMUSG00000019659	ENSMUST00000198077		retained_intron	havana	Ccdc12
ENSMUSG00000019659	ENSMUST00000196092		retained_intron	havana	Ccdc12
ENSMUSG00000028409	ENSMUST00000030117	ENSMUSP00000030117	protein_coding	ensembl_havana	Smu1
ENSMUSG00000032580	ENSMUST00000183307		retained_intron	havana	Rbm5
ENSMUSG00000032580	ENSMUST00000182792		retained_intron	havana	Rbm5
ENSMUSG00000032580	ENSMUST00000181993		retained_intron	havana	Rbm5
ENSMUSG00000024325	ENSMUST00000025183	ENSMUSP00000025183	protein_coding	ensembl_havana	Ring1
ENSMUSG00000024325	ENSMUST00000174054		retained_intron	havana	Ring1
ENSMUSG00000029851	ENSMUST00000031879	ENSMUSP00000031879	protein_coding	ensembl_havana	Tcaf2
ENSMUSG00000021256	ENSMUST00000021681	ENSMUSP00000021681	protein_coding	ensembl_havana	Vash1
ENSMUSG00000035062	ENSMUST00000044382	ENSMUSP00000041236	protein_coding	ensembl_havana	Zc4h2
ENSMUSG00000049717	ENSMUST00000095476	ENSMUSP00000093130	protein_coding	ensembl_havana	Lig4
ENSMUSG00000046997	ENSMUST00000055433	ENSMUSP00000057849	protein_coding	ensembl_havana	Spsb4
ENSMUSG00000040396	ENSMUST00000139793	ENSMUSP00000116130	protein_coding	ensembl_havana	Abhd13
ENSMUSG00000083780	ENSMUST00000119740		translated_processed_pseudogene	havana	Gm12728
ENSMUSG00000060512	ENSMUST00000081747	ENSMUSP00000080443	protein_coding	ensembl_havana	0610040J01Rik
ENSMUSG00000068917	ENSMUST00000138822		retained_intron	havana	Clk2
ENSMUSG00000038871	ENSMUST00000045372	ENSMUSP00000047393	protein_coding	ensembl_havana	Bpgm
